,Unnamed: 0,user_id,about,num_revs
5300,7441,3829433,"
                                            France,                                            Male,                                            25-30                                        ",1
5301,7443,2640923,"
                                            Australia,                                                                                                                                ",1
5302,7444,4117313,"
                                            Australia,                                            Male,                                            18-24                                        ",2
5303,7445,3409377,"
                                            Northern Ireland,                                                                                                                                ",1
5304,7446,2465745,"
                                            Spain,                                                                                                                                ",1
5305,7447,1004711,"
                                            Netherlands,                                            INALLFEMALEGROUP,                                            THIRTYONETOFOURTY                                        ",1
5306,7449,3534112,"
                                            Netherlands,                                                                                                                                ",5
5307,7450,4273094,"
                                            Germany,                                            Male,                                            41+                                        ",27
5308,7452,4850401,"
                                            England,                                                                                                                                ",1
5309,7454,3828861,"
                                            USA,                                                                                                                                ",1
5310,7456,1771826,"
                                            Taiwan,                                                                                                                                ",1
5311,7459,4991143,"
                                            Spain,                                                                                                                                ",1
5312,7461,4976021,"
                                            Brazil,                                                                                                                                ",1
5313,7462,4737413,"
                                            USA,                                                                                                                                ",1
5314,7463,3926817,"
                                            Australia,                                                                                                                                ",4
5315,7464,4160295,"
                                            Ireland,                                                                                                                                ",2
5316,7465,4907623,"
                                            India,                                                                                                                                ",1
5317,7466,2908987,"
                                            USA,                                                                                                                                ",4
5318,7470,3822378,"
                                            USA,                                                                                                                                ",2
5319,7471,2635211,"
                                            USA,                                                                                                                                ",4
5320,7472,3300197,"
                                            China,                                                                                                                                ",1
5321,7474,3413972,"
                                            USA,                                                                                                                                ",1
5322,7475,2517572,"
                                            Italy,                                            Couple,                                            31-40                                        ",18
5323,7478,3083915,"
                                            Ireland,                                                                                                                                ",1
5324,7480,2503809,"
                                            Australia,                                                                                                                                ",5
5325,7483,3519093,"
                                            Hong Kong,                                                                                                                                ",1
5326,7484,2305572,"
                                            USA,                                                                                                                                ",2
5327,7487,4842130,"
                                            England,                                                                                                                                ",1
5328,7488,4086275,"
                                            USA,                                                                                                                                ",1
5329,7489,4450844,"
                                            Spain,                                            Male,                                            18-24                                        ",5
5330,7491,2310829,"
                                            Sweden,                                                                                                                                ",1
5331,7493,3228552,"
                                            England,                                                                                                                                ",1
5332,7495,4945372,"
                                            Italy,                                                                                                                                ",1
5333,7497,4997501,"
                                            Hungary,                                            Male,                                            31-40                                        ",1
5334,7499,2613520,"
                                            Australia,                                                                                                                                ",3
5335,7500,3156496,"
                                            USA,                                                                                                                                ",3
5336,7501,3884760,"
                                            USA,                                                                                                                                ",8
5337,7502,4004768,"
                                            England,                                                                                                                                ",3
5338,7504,4948551,"
                                            Ireland,                                                                                                                                ",1
5339,7506,4756472,"
                                            Spain,                                                                                                                                ",1
5340,7507,3397864,"
                                            USA,                                                                                                                                ",1
5341,7508,3918893,"
                                            USA,                                                                                                                                ",1
5342,7510,2262238,"
                                            Canada,                                                                                                                                ",1
5343,7511,2642339,"
                                            USA,                                                                                                                                ",1
5344,7512,4977062,"
                                            Australia,                                            Couple,                                            31-40                                        ",9
5345,7513,3015476,"
                                            England,                                            Female,                                            25-30                                        ",4
5346,7514,4049581,"
                                            USA,                                                                                                                                ",1
5347,7515,4006901,"
                                            Australia,                                                                                                                                ",1
5348,7516,3143601,"
                                            Scotland,                                                                                                                                ",1
5349,7517,4224103,"
                                            Germany,                                                                                                                                ",1
5350,7518,2967147,"
                                            Israel,                                            Male,                                            31-40                                        ",2
5351,7520,2885606,"
                                            USA,                                                                                                                                ",4
5352,7521,2541887,"
                                            USA,                                                                                                                                ",2
5353,7522,4728839,"
                                            Belgium,                                                                                                                                ",1
5354,7523,2189948,"
                                            Sweden,                                                                                                                                ",2
5355,7524,1690243,"
                                            USA,                                                                                                                                ",1
5356,7525,3642297,"
                                            USA,                                            Female,                                            25-30                                        ",1
5357,7527,1071036,"
                                            England,                                            Couple,                                            31-40                                        ",2
5358,7529,1780359,"
                                            England,                                                                                                                                ",1
5359,7530,3500586,"
                                            Mexico,                                                                                                                                ",3
5360,7531,3223746,"
                                            Ireland,                                                                                                                                ",2
5361,7532,4164753,"
                                            Mexico,                                                                                                                                ",1
5362,7533,4360190,"
                                            Philippines,                                                                                                                                ",1
5363,7534,3433369,"
                                            France,                                            Male,                                            31-40                                        ",4
5364,7536,3886546,"
                                            Australia,                                                                                                                                ",1
5365,7537,2389629,"
                                            Sweden,                                                                                                                                ",1
5366,7538,3715538,"
                                            Italy,                                                                                                                                ",2
5367,7540,3192257,"
                                            Scotland,                                                                                                                                ",1
5368,7542,4260116,"
                                            France,                                                                                                                                ",2
5369,7543,3296463,"
                                            Australia,                                                                                                                                ",2
5370,7544,4224149,"
                                            England,                                            Male,                                            25-30                                        ",1
5371,7545,2182470,"
                                            Ireland,                                                                                                                                ",1
5372,7546,4368490,"
                                            USA,                                            Male,                                            25-30                                        ",2
5373,7548,4216990,"
                                            Spain,                                                                                                                                ",3
5374,7549,4780542,"
                                            Sweden,                                                                                                                                ",2
5375,7550,4748930,"
                                            Germany,                                                                                                                                ",1
5376,7552,2887454,"
                                            Hungary,                                                                                                                                ",3
5377,7553,2860041,"
                                            Bosnia And Herzegovina,                                                                                                                                ",1
5378,7554,4639362,"
                                            Spain,                                                                                                                                ",1
5379,7555,4091417,"
                                            USA,                                                                                                                                ",7
5380,7556,4057656,"
                                            Sweden,                                            Male,                                            31-40                                        ",5
5381,7557,2321477,"
                                            Malaysia,                                                                                                                                ",1
5382,7558,3781126,"
                                            England,                                            Male,                                            31-40                                        ",6
5383,7561,4770534,"
                                            Italy,                                                                                                                                ",2
5384,7562,4449422,"
                                            France,                                                                                                                                ",1
5385,7563,3270660,"
                                            England,                                                                                                                                ",1
5386,7564,4421185,"
                                            Australia,                                                                                                                                ",2
5387,7566,1919680,"
                                            Ireland,                                            Male,                                            25-30                                        ",2
5388,7567,4416325,"
                                            Sweden,                                            Male,                                            25-30                                        ",26
5389,7569,3633239,"
                                            Hong Kong,                                            Female,                                            25-30                                        ",5
5390,7571,2675559,"
                                            Canada,                                                                                                                                ",4
5391,7572,4421721,"
                                            Sweden,                                                                                                                                ",2
5392,7573,1665126,"
                                            England,                                            Couple,                                            31-40                                        ",10
5393,7574,2629580,"
                                            Australia,                                                                                                                                ",2
5394,7575,1993776,"
                                            New Zealand,                                                                                                                                ",1
5395,7576,4658932,"
                                            England,                                                                                                                                ",1
5396,7577,2769589,"
                                            Finland,                                                                                                                                ",2
5397,7579,4954192,"
                                            Brazil,                                            Male,                                            31-40                                        ",2
5398,7580,1630013,"
                                            USA,                                                                                                                                ",2
5399,7582,1244030,"
                                            Canada,                                                                                                                                ",1
5400,7585,3079420,"
                                            New Zealand,                                                                                                                                ",6
5401,7587,1224570,"
                                            Australia,                                                                                                                                ",1
5402,7588,3272308,"
                                            Australia,                                                                                                                                ",1
5403,7589,4018253,"
                                            Malaysia,                                            Female,                                            31-40                                        ",2
5404,7590,2473365,"
                                            Denmark,                                                                                                                                ",1
5405,7592,3315076,"
                                            El Salvador,                                                                                                                                ",1
5406,7593,4252689,"
                                            USA,                                                                                                                                ",3
5407,7594,4396000,"
                                            Poland,                                                                                                                                ",1
5408,7595,2562927,"
                                            Australia,                                                                                                                                ",5
5409,7596,3270964,"
                                            USA,                                                                                                                                ",4
5410,7597,3987174,"
                                            USA,                                                                                                                                ",1
5411,7599,2229956,"
                                            Germany,                                                                                                                                ",2
5412,7600,4017985,"
                                            USA,                                                                                                                                ",1
5413,7601,3806957,"
                                            Hong Kong,                                                                                                                                ",1
5414,7602,3087153,"
                                            Australia,                                            Male,                                            41+                                        ",15
5415,7603,3391136,"
                                            Austria,                                                                                                                                ",1
5416,7604,4627354,"
                                            Denmark,                                            Male,                                            25-30                                        ",7
5417,7605,4051063,"
                                            Philippines,                                                                                                                                ",1
5418,7606,4004624,"
                                            New Zealand,                                                                                                                                ",1
5419,7607,4729067,"
                                            India,                                                                                                                                ",1
5420,7608,1102518,"
                                            Switzerland,                                            Male,                                            31-40                                        ",15
5421,7609,3528673,"
                                            Australia,                                            Female,                                            31-40                                        ",16
5422,7613,3996220,"
                                            Netherlands,                                            Male,                                            41+                                        ",7
5423,7614,4668142,"
                                            Serbia,                                            Female,                                            25-30                                        ",1
5424,7615,4208279,"
                                            Austria,                                                                                                                                ",1
5425,7616,1773232,"
                                            USA,                                                                                                                                ",1
5426,7617,1440142,"
                                            Australia,                                                                                                                                ",3
5427,7618,3408889,"
                                            England,                                                                                                                                ",1
5428,7619,3324117,"
                                            USA,                                                                                                                                ",1
5429,7622,1400531,"
                                            Germany,                                                                                                                                ",1
5430,7624,4396876,"
                                            Ireland,                                            Female,                                            31-40                                        ",43
5431,7625,3840992,"
                                            Australia,                                                                                                                                ",17
5432,7627,4948509,"
                                            Argentina,                                                                                                                                ",1
5433,7629,1973565,"
                                            Sri Lanka,                                                                                                                                ",1
5434,7630,2159419,"
                                            France,                                                                                                                                ",2
5435,7633,2628872,"
                                            USA,                                                                                                                                ",1
5436,7634,1835229,"
                                            Ireland,                                                                                                                                ",1
5437,7635,4142346,"
                                            Canada,                                                                                                                                ",1
5438,7636,2514569,"
                                            England,                                                                                                                                ",2
5439,7638,1215743,"
                                            England,                                                                                                                                ",1
5440,7641,3605478,"
                                            Scotland,                                            Male,                                            25-30                                        ",24
5441,7642,4753046,"
                                            China,                                                                                                                                ",1
5442,7643,4475070,"
                                            USA,                                                                                                                                ",1
5443,7644,2490810,"
                                            Canada,                                                                                                                                ",2
5444,7647,4052546,"
                                            Germany,                                                                                                                                ",1
5445,7648,1545953,"
                                            England,                                            Female,                                            31-40                                        ",9
5446,7649,4207199,"
                                            England,                                                                                                                                ",2
5447,7650,2453761,"
                                            Kazakhstan,                                                                                                                                ",1
5448,7651,4062507,"
                                            Australia,                                                                                                                                ",1
5449,7652,2373329,"
                                            USA,                                                                                                                                ",1
5450,7658,2911532,"
                                            USA,                                                                                                                                ",1
5451,7659,4277323,"
                                            Brazil,                                            Male,                                            25-30                                        ",4
5452,7662,1617755,"
                                            Bangladesh,                                                                                                                                ",1
5453,7663,4220384,"
                                            Malaysia,                                                                                                                                ",1
5454,7664,2992965,"
                                            Finland,                                            Female,                                            31-40                                        ",6
5455,7667,1540341,"
                                            USA,                                                                                                                                ",1
5456,7668,1706495,"
                                            USA,                                                                                                                                ",1
5457,7670,3473636,"
                                            Australia,                                                                                                                                ",1
5458,7671,3644801,"
                                            USA,                                                                                                                                ",3
5459,7672,4478850,"
                                            USA,                                            Female,                                            31-40                                        ",1
5460,7673,4376939,"
                                            Argentina,                                            Male,                                            25-30                                        ",2
5461,7675,2338732,"
                                            Australia,                                                                                                                                ",1
5462,7676,4104390,"
                                            China,                                                                                                                                ",4
5463,7677,3155241,"
                                            England,                                                                                                                                ",1
5464,7678,3081830,"
                                            Germany,                                            Male,                                            41+                                        ",9
5465,7679,4943803,"
                                            Turkey,                                                                                                                                ",1
5466,7680,1472983,"
                                            Trinidad And Tobago,                                                                                                                                ",1
5467,7681,1403707,"
                                            Spain,                                                                                                                                ",1
5468,7682,4781604,"
                                            Australia,                                                                                                                                ",6
5469,7683,4713240,"
                                            Croatia,                                                                                                                                ",1
5470,7684,3945639,"
                                            USA,                                                                                                                                ",3
5471,7685,4874055,"
                                            Australia,                                                                                                                                ",2
5472,7686,2526195,"
                                            Ireland,                                            Male,                                            25-30                                        ",3
5473,7687,2392752,"
                                            USA,                                                                                                                                ",1
5474,7689,3736139,"
                                            Italy,                                            Male,                                            25-30                                        ",1
5475,7690,3329859,"
                                            USA,                                                                                                                                ",1
5476,7691,2818382,"
                                            Slovakia,                                                                                                                                ",1
5477,7692,3997308,"
                                            France,                                                                                                                                ",3
5478,7693,3167807,"
                                            USA,                                                                                                                                ",1
5479,7694,3482446,"
                                            Spain,                                                                                                                                ",1
5480,7695,3644402,"
                                            England,                                                                                                                                ",1
5481,7697,2149973,"
                                            USA,                                                                                                                                ",1
5482,7700,3821892,"
                                            USA,                                                                                                                                ",1
5483,7701,2298337,"
                                            England,                                                                                                                                ",1
5484,7702,4913760,"
                                            Australia,                                            Male,                                            18-24                                        ",1
5485,7703,4345724,"
                                            Australia,                                                                                                                                ",1
5486,7704,1447977,"
                                            England,                                                                                                                                ",1
5487,7706,2458995,"
                                            USA,                                                                                                                                ",1
5488,7708,4657580,"
                                            Germany,                                                                                                                                ",1
5489,7709,1092200,"
                                            England,                                                                                                                                ",1
5490,7710,3658098,"
                                            France,                                                                                                                                ",2
5491,7712,4167315,"
                                            USA,                                                                                                                                ",1
5492,7715,2167460,"
                                            USA,                                                                                                                                ",1
5493,7716,4068904,"
                                            Romania,                                            Mixed Group,                                            31-40                                        ",2
5494,7717,3322231,"
                                            Denmark,                                                                                                                                ",1
5495,7720,3174808,"
                                            Croatia,                                                                                                                                ",1
5496,7722,4763366,"
                                            Turkey,                                                                                                                                ",2
5497,7723,2907896,"
                                            Netherlands,                                            Mixed Group,                                            41+                                        ",2
5498,7725,3776951,"
                                            Chile,                                            Male,                                            31-40                                        ",4
5499,7726,2337106,"
                                            Germany,                                                                                                                                ",1
5500,7728,3368786,"
                                            Spain,                                            Female,                                            25-30                                        ",1
5501,7729,3234207,"
                                            Switzerland,                                                                                                                                ",1
5502,7730,4772756,"
                                            Finland,                                                                                                                                ",1
5503,7731,4976297,"
                                            Germany,                                                                                                                                ",1
5504,7733,3940862,"
                                            USA,                                                                                                                                ",1
5505,7734,3040089,"
                                            Australia,                                            Male,                                            25-30                                        ",1
5506,7736,3978195,"
                                            England,                                                                                                                                ",2
5507,7737,3074880,"
                                            China,                                                                                                                                ",9
5508,7738,4612347,"
                                            USA,                                            Male,                                            25-30                                        ",1
5509,7739,4840028,"
                                            Australia,                                            Male,                                            25-30                                        ",1
5510,7741,1655941,"
                                            Germany,                                            INMIXEDGROUP,                                            TWENTYFIVETOTHIRTY                                        ",2
5511,7742,3193245,"
                                            Ireland,                                                                                                                                ",2
5512,7743,2646602,"
                                            Germany,                                            Male,                                            31-40                                        ",2
5513,7744,2849524,"
                                            Italy,                                            Male,                                            41+                                        ",1
5514,7745,2347415,"
                                            USA,                                                                                                                                ",1
5515,7747,2557747,"
                                            Canada,                                                                                                                                ",1
5516,7748,3974963,"
                                            Sweden,                                                                                                                                ",1
5517,7750,4461337,"
                                            Czech Republic,                                            Mixed Group,                                            31-40                                        ",1
5518,7751,4710368,"
                                            Germany,                                            Female,                                            31-40                                        ",2
